RUT,Entidad_In,Fecha_Ingr,RegiÃ³n,Identifica,Longitud,Latitud,Proyeccion,Recurso_Pr,Mapas_Geol,Levantamie,Levantam_1,Base_Datos,Levantam_2,Bases_Dato,Base_Dat_1,Bases_Da_1,Otros_Estu,Imagen_Sat,Estudios_A,Estudio_Es,Informe_Ge,Estudio__1,Presentaci,Plano_Mina,TopografÃ­,EstimaciÃ³,Propiedad_,Este_WGS84,Sur_WGS84,Huso_WGS84,Nombre_Pro,Enlace_Pro,Estado,Recurso__1,Latitude,Longitude
76337777-6,Trópico SpA,20210401,Región de Antofagasta,S/N,"-70,21588135","-23,4453125",WGS84,Cu,MGG-001,MGQ-002,BDGQ-001,BDS-001,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"375800,70791441","7406658,4978815",19 S,Tropico,https://portalgeo.sernageomin.cl/SIGEX_2019/0618_1514_Tropico,Proyecto Aprobado,Cu,-23.445312499999943,-70.21588134799998
92604000-6,ENAP,20210407,Región de Magallanes,S/N,"-69,74938965","-52,80529785",WGS84,Hidrocarburos,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"449482,620885129","4149124,95234615",19 S,Araucano-1,https://portalgeo.sernageomin.cl/SIGEX_2019/0593_1452_Araucano_1,Proyecto Aprobado,Hidrocarburos,-52.80529785199997,-69.74938964799998
92604000-6,ENAP,20210407,Región de Magallanes,S/N,"-69,66650391","-52,91802978",WGS84,Hidrocarburos,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"455186,282875752","4136639,97431403",19 S,Arenal Suroeste,https://portalgeo.sernageomin.cl/SIGEX_2019/0616_1452_Arenal_Suroeste,Proyecto Aprobado,Hidrocarburos,-52.91802978499993,-69.66650390599995
76206893-1,ORION MINERA CHILE LTDA.,20220106,Región de Valparaíso,S/N,"-71,0637207","-32,47839355",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-001,PMIN-001,TOPO-001,REC-001,PRMIN-002,"306071,564357712","6404660,06469447",19 S,"Reconocimiento Fusión Norte Sur Niveles 452,462 Y 620 Este",,Proyecto en Evaluación,Cu,-32.47839355499997,-71.06372070299994
76206893-1,ORION MINERA CHILE LTDA.,20220106,Región de Valparaíso,S/N,"-71,05151367","-32,49560547",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-001,PMIN-001,TOPO-001,REC-001,PRMIN-002,"307255,591143006","6402773,71975824",19 S,Reconocimiento Mina González (Nivel 915,,Proyecto en Evaluación,Cu,-32.49560546899994,-71.05151367199994
76248357-2,KUPRO RESOURCES SPA,20220108,Región de Valparaíso,05402EX01621,"-71,01171875","-32,41119385",WGS84,Cu-Ag,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-001,REC-002,PRMIN-002,"310818,659162264","6412204,51365103",19 S,Proyecto de Reconocimiento Mina La Canela Subterranea,,Proyecto en Evaluación,Cu(Au/Ag),-32.41119384799998,-71.01171874999994
76827638-2,DIATOM MINERAL SPA,20220109,Región de Antofagasta,S/N,"-70,47991943","-23,19342041",WGS84,Diatomeas,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"348540,854436016","7434297,90888592",19 S,Kiesilgurt,,Proyecto en Evaluación,Min. Industriales,-23.19342040999993,-70.47991943399995
78801520-8,Compañía Minera San Gerónimo,20181011,Región de Coquimbo,4754/2018,"-70,92529297","-29,86938477",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"314049,495983069","6694131,42156252",19 S,Retamilla,https://portalgeo.sernageomin.cl/SIGEX_2019/0057_1610_Retamilla/,Proyecto Aprobado,Cu,-29.86938476599994,-70.92529296899994
78801520-8,Compañía Minera San Gerónimo,20181011,Región de Coquimbo,4755/2018,"-70,84960937","-29,69317627",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"321047,304440288","6713781,28457632",19 S,Veta Catalina,https://portalgeo.sernageomin.cl/SIGEX_2019/0058_1610_Veta_Catalina/,Proyecto Aprobado,Cu,-29.69317626999998,-70.84960937499994
78801520-8,Compañía Minera San Gerónimo,20181011,Región de Coquimbo,4756/2018,"-70,85168457","-29,69317627",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"320846,490132311","6713778,07043363",19 S,Veta Chemulpo,https://portalgeo.sernageomin.cl/SIGEX_2019/0059_1610_Veta_Chemulpo/,Proyecto Aprobado,Cu,-29.69317626999998,-70.85168456999997
78801520-8,Compañía Minera San Gerónimo,20181011,Región de Coquimbo,4757/2018,"-70,85040283","-29,69512939",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"320973,986870478","6713563,586125",19 S,Veta Justicia,https://portalgeo.sernageomin.cl/SIGEX_2019/0060_1610_Veta_Justicia/,Proyecto Aprobado,Cu,-29.69512939499998,-70.85040283199999
76074812-9,MINERA CENTRAL ANDES SPA,20190730,Región de Antofagasta,02101EX00803,"-70,47900391","-24,24249268",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"349841,014541774","7318129,83549739",19 S,Las Caletas,https://portalgeo.sernageomin.cl/SIGEX_2019/0393_56_Las_Caletas,Proyecto Aprobado,Cu,-24.242492675999983,-70.47900390599995
76682890-6,COMPAÑÍA MINERA TORDILLO,20190731,Región de Valparaíso,2988/2019,"-70,23919678","-32,58081055",WGS84,Cu-Au,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"383691,258409753","6394505,52223825",19 S,Cerro Grande,https://portalgeo.sernageomin.cl/SIGEX_2019/0435_177_Cerro_Grande,Proyecto Aprobado,Cu(Au/Ag),-32.58081054699994,-70.23919677699996
76054134-6,MINERIA ACTIVA UNO SPA,20190801,Región de Atacama,5162/2018,"-71,12609863","-28,84552002",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"292585,362009171","6807272,082469",19 S,El Morado,https://portalgeo.sernageomin.cl/SIGEX_2019/0361_3143_El_Morado,Proyecto Aprobado,Cu,-28.84552001999998,-71.12609863299997
76125921-0,Cuprum Resources Chile SPA,20190806,Región de Coquimbo,3897/2019,"-70,71148682","-29,44042969",WGS84,Cu-Mo,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"334000,013807174","6741998,09217226",19 S,Puquios,https://portalgeo.sernageomin.cl/SIGEX_2019/0565_1509_Puquios,Proyecto Aprobado,Cu(Mo/Zn/Fe),-29.440429687999938,-70.71148681599993
96709010-7,FQM Exploration Chile S.A.,20190912,Región de Atacama,4564/2019,"-69,65197754","-26,44378662",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"434997,865329003","7075003,38543178",19 S,Rubi,https://portalgeo.sernageomin.cl/SIGEX_2019/0373_3149_Rubi,Proyecto Aprobado,Cu,-26.44378662099996,-69.65197753899997
93920000-2,ANTOFAGASTA MINERALS S.A,20190913,Región de Atacama,03201EX00918,"-70,35748291","-26,20172119",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"364371,339453645","7101267,00675605",19 S,Algarrobal,https://portalgeo.sernageomin.cl/SIGEX_2019/0376_3148_Algarrobal,Proyecto Aprobado,Cu,-26.201721190999933,-70.35748290999999
61704000-K,CODELCO,20190913,Región de Atacama,4603/2019,"-69,56799316","-26,38500977",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"443342,573939555","7081552,82004209",19 S,Anomalía La Sal,https://portalgeo.sernageomin.cl/SIGEX_2019/0270_2813_Anomalía_La_Sal,Proyecto Aprobado,Cu,-26.38500976599994,-69.56799316399997
93920000-2,ANTOFAGASTA MINERALS S.A,20190913,Región de Atacama,03201EX00919,"-70,22961426","-26,4118042",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"377369,554231989","7078124,76026621",19 S,Arena Norte,https://portalgeo.sernageomin.cl/SIGEX_2019/0377_3148_Arena_Norte,Proyecto Aprobado,Cu,-26.41180419899996,-70.22961425799997
78127000-8,TECK RESOURCES CHILE LTDA,20210304,Región de Tarapacá,01405EX01325,"-68,84710693","-20,64508057",WGS84,Cu-Mo,MGG-001,MGQ-002,BDGQ-001,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"515927,268468831","7717123,96113466",19 S,Malaga Norte,https://portalgeo.sernageomin.cl/SIGEX_2019/0533_1248_Malaga_Norte,Proyecto Aprobado,Cu(Mo/Zn/Fe),-20.645080565999933,-68.84710693399995
78127000-8,TECK RESOURCES CHILE LTDA,20210304,Región de Tarapacá,01405EX01326,"-68,79168701","-20,75482178",WGS84,Cu-Au,MGG-002,MGQ-002,BDGQ-001,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"521684,914498649","7704972,54889061",19 S,Malaga Sur,https://portalgeo.sernageomin.cl/SIGEX_2019/0534_1248_Malaga_Sur,Proyecto Aprobado,Cu(Au/Ag),-20.75482177699996,-68.79168701199995
78127000-8,TECK RESOURCES CHILE LTDA,20210304,Región de Atacama,03101EX01318,"-68,96600342","-27,37689209",WGS84,Au-Cu,MGG-001,MGQ-002,BDGQ-001,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"503361,659672685","6971818,91239126",19 S,Odin,https://portalgeo.sernageomin.cl/SIGEX_2019/0527_1248_Odin,Proyecto Aprobado,Au/Ag,-27.376892089999956,-68.96600341799996
78127000-8,TECK RESOURCES CHILE LTDA,20210304,Región de Tarapacá,01401EX01324,"-69,05578613","-19,97558594",WGS84,Cu-Mo,MGG-002,MGQ-002,BDGQ-001,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"494163,57900789","7791219,37821878",19 S,Polanco,https://portalgeo.sernageomin.cl/SIGEX_2019/0532_1248_Polanco,Proyecto Aprobado,Cu(Mo/Zn/Fe),-19.975585937999938,-69.05578613299997
76005488-7,Sumitomo Metal Mining Chile Ltda,20201218,Región de Valparaíso,05801EX01141,"-71,20068359","-33,21630859",WGS84,Cu-Au,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"294904,09182693","6322574,33485702",19 S,Elizabeth-Alamillo,https://portalgeo.sernageomin.cl/SIGEX_2019/0462_2373_Elizabeth_Alamillo,Proyecto Aprobado,Cu(Au/Ag),-33.21630859399994,-71.20068359399994
76005488-7,Sumitomo Metal Mining Chile Ltda,20201221,Región de Valparaíso,05801EX01161,"-71,21478271","-33,18139648",WGS84,Au-Ag,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-001,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"293507,854055877","6326418,2301706",19 S,Colliguay,https://portalgeo.sernageomin.cl/SIGEX_2019/0488_197_Colliguay,Proyecto Aprobado,Au/Ag,-33.18139648399995,-71.21478271499996
61704000-K,CODELCO,20210111,Región de Antofagasta,S/N,"-69,21960449","-21,92321777",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"477320,016389613","7575655,49079753",19 S,AGUSTINA 5-7,https://portalgeo.sernageomin.cl/SIGEX_2019/0545_1361_AGUSTINA_5-7,Proyecto Aprobado,Cu,-21.923217772999976,-69.21960449199997
61704000-K,CODELCO,20210111,Región de Antofagasta,S/N,"-68,67547607","-21,81512451",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"533541,008640389","7587600,6380061",19 S,ALICIA 1 AL 10,https://portalgeo.sernageomin.cl/SIGEX_2019/0546_1361_ALICIA_1_AL_10,Proyecto Aprobado,Cu,-21.815124511999954,-68.67547607399996
78273180-7,MINERA FREEPORT MCMORAN SOUTH AMERICA LTDA.,20210310,Región de Antofagasta,S/N,"-69,71838379","-25,83258057",WGS84,Cu,MGG-001,MGQ-002,BDGQ-001,BDS-002,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-001,ESTAMB-001,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-001,"428003,047931044","7142659,90922296",19 S,Bartolo,https://portalgeo.sernageomin.cl/SIGEX_2019/0727_180_Bartolo,Proyecto Aprobado,Cu,-25.832580565999933,-69.71838378899997
78273180-7,MINERA FREEPORT MCMORAN SOUTH AMERICA LTDA.,20210310,Región de Antofagasta,S/N,"-69,66009521","-23,89129639",WGS84,Cu,MGG-001,MGQ-002,BDGQ-001,BDS-002,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-001,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-001,"432803,725974431","7357651,60646031",19 S,Cerro Negro Actualización,https://portalgeo.sernageomin.cl/SIGEX_2019/0709_1663_Cerro_Negro_Actualizacion,Proyecto Aprobado,Cu,-23.891296386999954,-69.66009521499996
78273180-7,MINERA FREEPORT MCMORAN SOUTH AMERICA LTDA.,20210310,Región de Antofagasta,S/N,"-69,3303833","-22,42901611",WGS84,Cu,MGG-001,MGQ-002,BDGQ-001,BDS-001,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-001,ESTAMB-001,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-001,"466000,948383571","7519648,3252012",19 S,Garuma,https://portalgeo.sernageomin.cl/SIGEX_2019/0691_1171_Garuma,Proyecto Aprobado,Cu,-22.429016112999932,-69.33038330099998
78273180-7,MINERA FREEPORT MCMORAN SOUTH AMERICA LTDA.,20210310,Región de Antofagasta,S/N,"-69,25488281","-22,59179687",WGS84,Cu,MGG-001,MGQ-002,BDGQ-001,BDS-001,LEVGF-001,BDSUP-002,BDPETMIN-001,BDDR-001,OTREST-001,IMGSAT-001,ESTAMB-001,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-001,"473801,275610904","7501644,65954015",19 S,Maní,https://portalgeo.sernageomin.cl/SIGEX_2019/0692_1171_Maní,Proyecto Aprobado,Cu,-22.591796874999943,-69.25488281299994
78273180-7,MINERA FREEPORT MCMORAN SOUTH AMERICA LTDA.,20210310,Región de Tarapacá,S/N,"-68,9039917","-20,6585083",WGS84,Cu,MGG-001,MGQ-002,BDGQ-001,BDS-001,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-001,OTREST-001,IMGSAT-002,ESTAMB-001,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-001,"510000,550842394","7715642,47381365",19 S,Quinchamale,https://portalgeo.sernageomin.cl/SIGEX_2019/0693_1171_Quinchamale,Proyecto Aprobado,Cu,-20.658508300999927,-68.90399169899996
78801520-8,Compañía Minera San Gerónimo,20181011,Región de Coquimbo,4761/2018,"-70,84790039","-29,69598389",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"321217,654175015","6713472,75349606",19 S,Veta Rabiosa,https://portalgeo.sernageomin.cl/SIGEX_2019/0064_1610_Veta_Rabiosa,Proyecto Aprobado,Cu,-29.695983886999954,-70.84790039099994
78801520-8,Compañía Minera San Gerónimo,20181011,Región de Coquimbo,4751/2018,"-70,84692383","-29,69708252",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"321314,097548679","6713352,49919623",19 S,Veta Villarica,https://portalgeo.sernageomin.cl/SIGEX_2019/0065_1610_Veta_Villarica,Proyecto Aprobado,Cu,-29.69708251999998,-70.84692382799994
61703000-4,ENAMI,20181016,Región de Atacama,4742/2018,"-69,66259766","-26,56109619",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-001,TOPO-002,REC-002,PRMIN-002,"434006,063629453","7062005,24734178",19 S,Guanaca,https://portalgeo.sernageomin.cl/SIGEX_2019/0176_2174_Guanaca,Proyecto Aprobado,Cu,-26.561096190999933,-69.66259765599995
61703000-4,ENAMI,20181016,Región de Atacama,4741/2018,"-70,37982178","-27,08050537",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-001,REC-002,PRMIN-002,"363190,547233385","7003897,95733019",19 S,Indiana,https://portalgeo.sernageomin.cl/SIGEX_2019/0175_2174_Indiana,Proyecto Aprobado,Cu,-27.08050537099996,-70.37982177699996
76264794-k,Santiago Metals Proyecto Uno Ltda,20190108,Región de Antofagasta,107/2019,"-68,55938721","-23,04168701",WGS84,Cu-Ag,MGG-001,MGQ-001,BDGQ-001,BDS-001,LEVGF-001,BDSUP-002,BDPETMIN-001,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"545141,104328905","7451797,54740298",19 S,Celinda,https://portalgeo.sernageomin.cl/SIGEX_2019/0271_2801_Celinda,Proyecto Aprobado,Cu(Au/Ag),-23.041687011999954,-68.55938720699999
59032420-5,Rio Tinto,20190123,Región de Arica y Parinacota,441/2019,"-69,53277588","-18,99719238",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"443923,814599944","7899398,33377394",19 S,Mamuta,https://portalgeo.sernageomin.cl/SIGEX_2019/0187_2180_Mamuta,Proyecto Aprobado,Cu,-18.99719238299997,-69.53277587899998
59032420-5,Rio Tinto,20190123,Región de Tarapacá,439/2019,"-68,61999512","-21,07000732",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"539475,227797196","7670057,36491251",19 S,Olimpo,https://portalgeo.sernageomin.cl/SIGEX_2019/0191_2304_Olimpo,Proyecto Aprobado,Cu,-21.07000732399996,-68.61999511699997
59032420-5,Rio Tinto,20190123,Región de Arica y Parinacota,438/2019,"-69,77130127","-18,25231934",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"418462,947733283","7981726,56431096",19 S,Palmani,https://portalgeo.sernageomin.cl/SIGEX_2019/0186_2180_Palmani,Proyecto Aprobado,Cu,-18.25231933599997,-69.77130126999998
61704000-K,CODELCO,20190313,Región de Antofagasta,1447/2019,"-68,88360596","-22,09869385",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"512005,966447539","7556244,36352843",19 S,Arkansas,https://portalgeo.sernageomin.cl/SIGEX_2019/0261_2301_Arkansas,Proyecto Aprobado,Cu,-22.098693847999982,-68.88360595699999
61704000-K,CODELCO,20190313,Región de Antofagasta,1447/2019,"-69,02410889","-22,20031738",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"497514,970380062","7545000,24755253",19 S,Aurora,https://portalgeo.sernageomin.cl/SIGEX_2019/0260_2301_Aurora,Proyecto Aprobado,Cu,-22.20031738299997,-69.02410888699995
61704000-K,CODELCO,20190313,Región de Tarapacá,1447/2019,"-69,29638672","-19,97747803",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"468991,886035468","7790983,56983472",19 S,Bloque Moche,https://portalgeo.sernageomin.cl/SIGEX_2019/0259_2301_Bloque_Moche,Proyecto Aprobado,Cu,-19.97747802699996,-69.29638671899994
61704000-K,CODELCO,20190313,Región de Tarapacá,1447/2019,"-69,25598144","-19,90270996",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"473206,521080474","7799264,37425329",19 S,Campahue,https://portalgeo.sernageomin.cl/SIGEX_2019/0258_2301_Campahue,Proyecto Aprobado,Cu,-19.90270996099997,-69.25598144499997
