ID,RUT_EMPRESA_O_PRODUCTOR_MINERO,NOMBRE_EMPRESA_O_PRODUCTOR_MINERO,NOMBRE_FAENA,NOMBRE_INSTALACION,TIPO_DEPOSITO,RECURSO,TIPO_MINERIA,CANTIDAD_MUROS__CONTENCION_,CUT_REG,CUT_PROV,CUT_COM,REGION,PROVINCIA,COMUNA,UTM_NORTE,UTM_ESTE,DATUM,HUSO,LATITUD,LONGITUD,ESTADO_INSTALACION,METODO_CONSTRUCTIVO_MURO,VOL_AUTORIZADO,VOL_ACTUAL,TONELAJE_AUTORIZADO,TONELAJE_ACTUAL,RES_APRUEBA,FECHA_RES_APRUEBA,RES_PDC_APRUEBA,FECHA_RES_PDC,Shape_Length,Shape_Area
0242-3N,sin rut conocido,OSCAR ROJAS GARIN,PLANTA GOLD SILVER,GOLD SILVER,TRANQUE DE RELAVE,ORO,METÁLICO,1,03,032,03202,Atacama,Chañaral,Diego de Almagro,7040465.916,409649.2372,WGS84,19S,-26.754204,-69.90866442,INACTIVO,EJE CENTRAL,9600,,14400,,776,1985-08-20,,,435.9814303,10580.23885
0243-3N,76120126-3,P.L. SERVICIOS LTDA.,PLANTA AMOLANAS,AMOLANAS,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,031,03103,Atacama,Copiapó,Tierra Amarilla,6901605.011,400238.0797,WGS84,19S,-28.00702125,-70.01467546,ABANDONADO,,184415,,276622,,,,,,621.4351737,25488.49897
0244-3N,83714300-4,CIA. EXPLO. DE MINAS SAN ANDRES,PLANTA ELISA DE BORDOS,ELISA DE BORDOS 3,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,031,03103,Atacama,Copiapó,Tierra Amarilla,6932898.852,382855.2616,WGS84,19S,-27.72315955,-70.18836141,ACTIVO,AGUAS ABAJO,1320000,950692,1980000,1178868,1418,1992-11-20,416,2007-04-18,1398.422243,122951.3925
0245-3N,sin rut conocido,SOC. MINERA LORENZO ZAZZALI,PLANTA LAS BOMBAS,LAS BOMBAS 1,TRANQUE DE RELAVE,ORO-COBRE,METÁLICO,1,03,032,03201,Atacama,Chañaral,Chañaral,7119812.95,356491.5927,WGS84,19S,-26.03354355,-70.4342852,ABANDONADO,EJE CENTRAL,230400,,34560,,,,,,431.4146285,12541.25216
0246-3N,sin rut conocido,SOC. MINERA LORENZO ZAZZALI,PLANTA LAS BOMBAS,LAS BOMBAS 2,TRANQUE DE RELAVE,ORO-COBRE,METÁLICO,1,03,032,03201,Atacama,Chañaral,Chañaral,7119760.768,356401.0777,WGS84,19S,-26.03400562,-70.43519535,ABANDONADO,EJE CENTRAL,1800,,2700,,,,,,143.1406255,1081.103168
0247-3N,sin rut conocido,SOC. MINERA LORENZO ZAZZALI,PLANTA LAS BOMBAS,LAS BOMBAS 3,TRANQUE DE RELAVE,ORO-COBRE,METÁLICO,1,03,032,03201,Atacama,Chañaral,Chañaral,7119777.781,356359.6204,WGS84,19S,-26.03384792,-70.43560772,ABANDONADO,EJE CENTRAL,10300,,15450,,,,,,209.3924664,2771.089397
0248-3N,9239579-0,RUBEN JOFRE,PLANTA JOFRE,TRANQUE DE RELAVE ,ACOPIO,COBRE-ORO,METÁLICO,,03,033,03303,Atacama,Huasco,Freirina,6843821.174,299599.949,WGS84,19S,-28.5169398,-71.04780849,ABANDONADO,NO APLICA,300,,450,,,,,,1129.464868,61013.45347
0249-3N,sin rut conocido,SLM CHARLOTTE (JESSICA VELIZ),PLANTA CHARLOTTE,CHARLOTTE 2,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,033,03301,Atacama,Huasco,Vallenar,6842300.568,329642.2604,WGS84,19S,-28.53493943,-70.74117022,ABANDONADO,EJE CENTRAL,43200,,64800,,,,,,330.851839,5641.444565
0250-3N,65119520-9,ASOCIACION GREMIAL MINERA EL DONKEY,EL DONKEY,RELAVE EL DONKEY,ACOPIO,ORO,METÁLICO,,03,033,03301,Atacama,Huasco,Vallenar,6883140.12,342926.4977,WGS84,19S,-28.16810512,-70.59990709,ACTIVO,NO APLICA,,,,,,,,,669.8651571,25504.27433
0251-3N,sin rut conocido,CESAR FLORES,BOQUERON CHAÑAR,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,033,03301,Atacama,Huasco,Vallenar,6894879.157,333732.4954,WGS84,19S,-28.06105567,-70.69185846,ACTIVO,AGUAS ARRIBA,68600,,89000,,,,,,1549.496927,118638.2206
0252-3N,sin rut conocido,LUIS PADILLA,PLANTA CASERON,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6967336.927,337567.5182,WGS84,19S,-27.40767962,-70.64300978,ABANDONADO,,7354,,8824,,,,,,388.486446,7673.213946
0253-3N,sin rut conocido,DESCONOCIDO,PLANTA LA CHIMBA,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6973483.127,366087.4656,WGS84,19S,-27.35530693,-70.35392622,ABANDONADO,AGUAS ARRIBA,8000,,10500,,,,,,512.9756538,10848.69081
0254-3N,9731182-K,ANA MARIA MUNIZAGA,PLANTA ALEMANA,EMBALSE DE RELAVE,EMBALSE,ORO-COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6967776.645,366042.6541,WGS84,19S,-27.40680679,-70.35500668,ACTIVO,,36000,267,54000,1217,317,2014-04-25,350,2014-04-30,277.50425,3391.032378
0255-3N,10126740-7,GONZALO ASTORGA SAA,AURICOP,RELAVE 1,EMBALSE,ORO-COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6967851.733,366247.5559,WGS84,19S,-27.4061492,-70.35292627,INACTIVO,,20782,,31902,,,,,,371.6207101,6801.557099
0256-3N,sin rut conocido,DESCONOCIDO,PLANTA CACHIYUYO,CACHIYUYO1-2,EMBALSE,COBRE-ORO,METÁLICO,1,03,033,03301,Atacama,Huasco,Vallenar,6785265.176,316198.3125,WGS84,19S,-29.0476452,-70.88776686,ABANDONADO,,1612,,2418,,,,,,159.6585414,1613.683628
0257-3N,sin rut conocido,CIA. MINERA SAN PATRICIO,SAN PATRICIO,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6969438.97,367221.4366,WGS84,19S,-27.39191865,-70.34290436,ABANDONADO,,27300,,40950,,,,,,187.8584999,2205.33041
0258-3N,77202800-8,CIA. MINERA POTRERILLOS,DIEGO DE ALMEYDA,DEPOSITO RELAVE FILTRADO,FILTRADO,COBRE,METÁLICO,0,03,032,03202,Atacama,Chañaral,Diego de Almagro,7084264.259,399138.1561,WGS84,19S,-26.35808682,-70.0108882,ACTIVO,NO APLICA,570000,140958,1117200,276278,2414,2017-10-03,,,1209.271591,67303.14915
0259-3N,99529080-4,MINERA SANTO DOMINGO SCM,SANTO DOMINGO,SANTO DOMINGO,ESPESADO,COBRE,METÁLICO,1,03,032,03202,Atacama,Chañaral,Diego de Almagro,7072822.97,402820.4229,WGS84,19S,-26.46163485,-69.97485482,EN CONSTRUCCION,NO APLICA,196000000,0,314000000,0,420,2019-02-20,,,12582.59697,9861066.833
0260-3N,76101725-K,MINERA GOLD FIELDS SALARAES NORTE SpA,SALARES NORTE,SALARES NORTE,FILTRADO,COBRE,METÁLICO,0,03,032,03202,Atacama,Chañaral,Diego de Almagro,7122489.943,512326.6748,WGS84,19S,-26.01643799,-68.87681183,ACTIVO,NO APLICA,14800000,,22200000,,797,2020-04-04,,,2106.057052,240438.6555
0261-3N,sin rut conocido,VICTOR LEIVA AGUIRRE,PLANTA VICTORIA,VICTORIA,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6971480.555,368067.1146,WGS84,19S,-27.37357409,-70.33413205,ABANDONADO,,,,,,,,,,357.6781553,5420.666283
0262-3N,88320200-7,SOCIEDAD MINERA PAPAPIETRO LTDA.,PLANTA PAPAPIETRO,DEPOSITO DE RELAVES PAPAPIETRO SECTOR VIÑITA BLANCA,EMBALSE,COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6966521.185,372072.3841,WGS84,19S,-27.41871747,-70.29415967,ABANDONADO,AGUAS ABAJO,24300,,40800,,968,2022-09-20,,,260.7790787,4302.0135
0263-3N,88320200-7,SOCIEDAD MINERA PAPAPIETRO LTDA.,PAPAPIETRO,PAPAPIETRO,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6970650.767,368736.6128,WGS84,19S,-27.38112803,-70.32745282,ABANDONADO,,,,,,,,,,603.6910703,16132.5534
0264-1N,sin rut conocido,DESCONOCIDO,OF. NENA VILLANA,TRANQUE,ACOPIO,COBRE,METÁLICO,,01,014,01401,Tarapacá,Tamarugal,Pozo Almonte,7720547.351,428330.9434,WGS84,19S,-20.61284585,-69.68782701,ABANDONADO,,700,,1050,,,,,,54.67222382,191.7200465
0265-1N,sin rut conocido,DESCONOCIDO,LA DIAMANTINA,DEPOSITO SUR,EMBALSE,COBRE,METÁLICO,0,01,014,01401,Tarapacá,Tamarugal,Pozo Almonte,7720855.641,428179.2147,WGS84,19S,-20.61005453,-69.68927058,ABANDONADO,EXCAVACION TERRENO,1100,,1650,,,,,,187.7362435,1741.17224
0266-4N,77474886-5,MINERA LA FORTUNA RESOURCES SPA,PLANTA EL PINGO,EL PINGO ,FILTRADO,COBRE-ORO,METÁLICO,0,04,043,04303,Coquimbo,Limarí,Monte Patria,6586984.864,348650.9137,WGS84,19S,-30.84066075,-70.58264881,EN CONSTRUCCION,NO APLICA,345000,,552000,,5,2025-01-08,,,358.7089729,7336.034694
0267-4N,sin rut conocido,MINERA LAS JUNTAS (EX MINAS SAN ANDRES),PLANTAS EL PINGO Y SANTA MARIA,RELAVES ANTIGUOS,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,043,04303,Coquimbo,Limarí,Monte Patria,6586818.696,348731.2493,WGS84,19S,-30.84216985,-70.5818336,ABANDONADO,,74640,,111960,,,,,,383.3598848,6201.125457
0268-4N,76014134-8,SOC. MINERA SAN MIGUEL ,FAENA SAN MIGUEL (EX-ANDACOLLO),SAN MIGUEL 1 (EX-ANDACOLLO 1),TRANQUE DE RELAVE,ORO-COBRE,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6653476.934,301212.2374,WGS84,19S,-30.23402918,-71.06573664,ABANDONADO,AGUAS ARRIBA,89100,,133650,,1729,1993-12-02,,,460.1518119,11778.55933
0269-4N,76014134-8,SOC. MINERA SAN MIGUEL ,FAENA SAN MIGUEL (EX-ANDACOLLO),SAN MIGUEL 2 (EX-ANDACOLLO 2),TRANQUE DE RELAVE,ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6653569.466,301043.7086,WGS84,19S,-30.23316707,-71.06746951,ABANDONADO,AGUAS ARRIBA,18560,,27840,,,,,,376.3253195,8203.785281
0270-4N,76014134-8,SOC. MINERA SAN MIGUEL ,FAENA SAN MIGUEL (EX-ANDACOLLO),SAN MIGUEL 3 (EX-ANDACOLLO 3),TRANQUE DE RELAVE,ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6653483.859,301056.5272,WGS84,19S,-30.23394121,-71.06735254,ABANDONADO,AGUAS ARRIBA,24000,,36000,,,,,,420.2441166,9603.428413
0271-4N,76014134-8,SOC. MINERA SAN MIGUEL ,FAENA SAN MIGUEL (EX-ANDACOLLO),SAN MIGUEL 4 (EX-ANDACOLLO 4),TRANQUE DE RELAVE,ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6653626.311,301082.785,WGS84,19S,-30.23266083,-71.06705294,ABANDONADO,AGUAS ARRIBA,15360,,23040,,,,,,297.912155,5365.641348
0272-4N,76014134-8,SOC. MINERA SAN MIGUEL ,FAENA SAN MIGUEL (EX-ANDACOLLO),SAN MIGUEL 5 (EX-ANDACOLLO 5),TRANQUE DE RELAVE,ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6653552.942,301142.9054,WGS84,19S,-30.23333235,-71.06644238,ABANDONADO,AGUAS ARRIBA,32800,,49200,,,,,,417.0589005,7458.375282
0273-4N,76014134-8,SOC. MINERA SAN MIGUEL ,FAENA SAN MIGUEL (EX-ANDACOLLO),SAN MIGUEL 6 (EX-ANDACOLLO 6),TRANQUE DE RELAVE,ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6653580.556,301223.2553,WGS84,19S,-30.23309648,-71.06560266,ABANDONADO,AGUAS ARRIBA,93590,,140385,,1000,1987-01-19,,,418.3052525,11266.50009
0274-4N,sin rut conocido,WALDO FERREL OJAVO,PLANTA PUNITAQUI,PUNITAQUI 1,ACOPIO,ORO,METÁLICO,,04,043,04304,Coquimbo,Limarí,Punitaqui,6585975.044,284867.9898,WGS84,19S,-30.83990245,-71.24946605,ABANDONADO,NO APLICA,2400,,3600,,1042,,,,160.904311,1538.165975
0275-4N,sin rut conocido,WALDO FERREL OJAVO,PLANTA PUNITAQUI,PUNITAQUI 2,ACOPIO,ORO,METÁLICO,,04,043,04304,Coquimbo,Limarí,Punitaqui,6585992.353,284836.9381,WGS84,19S,-30.83974075,-71.24978688,ABANDONADO,NO APLICA,5198,,7797,,1042,1987-10-30,,,263.0433362,3259.442257
0276-4N,sin rut conocido,SOC. ZEPEDA Y ALVAREZ,PLANTA EL TRIUNFO,RELAVE TRIUNFO,ACOPIO,ORO,METÁLICO,,04,043,04304,Coquimbo,Limarí,Punitaqui,6588003.033,301726.7218,WGS84,19S,-30.82455628,-71.07289596,ABANDONADO,NO APLICA,216000,,324000,,,,,,488.4781455,16216.38265
0277-4N,sin rut conocido,MATILDE VIUDA DE ALFARO,PLANTA PUNITAQUI 1-2,RELAVE PUNITAQUI 1-2,ACOPIO,ORO,METÁLICO,,04,043,04304,Coquimbo,Limarí,Punitaqui,6585013.495,284539.3234,WGS84,19S,-30.84851248,-71.25310309,ABANDONADO,NO APLICA,1733,,2600,,,,,,480.7826676,16275.88286
0278-4N,sin rut conocido,SOC. SANTA CAMILA,SANTA CAMILA,CAMILA 1-2 ,ACOPIO,ORO,METÁLICO,,04,043,04304,Coquimbo,Limarí,Punitaqui,6583435.934,285079.5014,WGS84,19S,-30.86283463,-71.24778994,ABANDONADO,NO APLICA,5532,,8298,,41,1991-01-14,,,250.6473082,4366.162854
0279-4N,3614942-6,LEOPOLDO HERNANDEZ,PLANTA HERNANDEZ,HERNANDEZ 1,EMBALSE,COBRE-ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6501177.068,298087.2564,WGS84,19S,-31.60682804,-71.12839746,ABANDONADO,,17842,,26763,,569,1986-06-02,,,167.5967711,1193.917436
0280-4N,3614942-6,LEOPOLDO HERNANDEZ,PLANTA HERNANDEZ,HERNANDEZ 2,EMBALSE,COBRE,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6501140.433,298127.8256,WGS84,19S,-31.60716547,-71.12797758,ABANDONADO,,5487,,8230,,569,1986-06-02,,,122.7218827,1099.989038
0281-4N,85758600-K,COMPAÑIA MINERA ZALDIVAR LTDA.,FAENA EL INDIO,EL INDIO,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,041,04106,Coquimbo,Elqui,Vicuña,6704729.694,404460.1566,WGS84,19S,-29.78408781,-69.98842947,ABANDONADO,AGUAS ABAJO,4000000,,6000000,,553,1980-12-11,,,3343.792884,263962.8433
0282-4N,85758600-K,COMPAÑIA MINERA ZALDIVAR LTDA.,FAENA EL INDIO,PASTOS LARGOS,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,041,04106,Coquimbo,Elqui,Vicuña,6703592.373,403302.5957,WGS84,19S,-29.79426039,-70.00050584,INACTIVO,AGUAS ABAJO,3200000,,4800000,,,,3491,2003-11-10,2130.830667,85348.86571
0283-4N,sin rut conocido,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,ACOPIO,COBRE-ORO,METÁLICO,,04,041,04103,Coquimbo,Elqui,Andacollo,6653362.536,298966.2139,WGS84,19S,-30.23469089,-71.08908547,ABANDONADO,NO APLICA,16800,,21800,,,,,,478.9664442,14077.38991
0284-4N,sin rut conocido,ALVARO MARIAN AMENABAR,PLANTA LOS LEONES,LOS LEONES 1,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6654325.173,302333.0441,WGS84,19S,-30.22656242,-71.0539368,ABANDONADO,AGUAS ARRIBA,75870,,113805,,209,1986-02-07,,,399.1778982,10491.32145
0285-4N,sin rut conocido,ALVARO MARIAN AMENABAR,PLANTA LOS LEONES,LOS LEONES 2,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6654206.164,302307.0295,WGS84,19S,-30.22763146,-71.05422929,ABANDONADO,AGUAS ARRIBA,51600,,77400,,651,1987-07-17,,,267.7509441,3984.585963
0286-4N,sin rut conocido,ALVARO MARIAN AMENABAR,PLANTA LOS LEONES,RELAVES ANTIGUOS,ACOPIO,ORO,METÁLICO,,04,041,04103,Coquimbo,Elqui,Andacollo,6654407.131,302328.5905,WGS84,19S,-30.22582256,-71.05396769,ABANDONADO,NO APLICA,400,,600,,,,,,253.8842946,3441.876608
0287-4N,sin rut conocido,A. SILVA,PLANTA SILVA,SILVA,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6654397.205,299078.6347,WGS84,19S,-30.22537857,-71.08772064,ABANDONADO,AGUAS ARRIBA,10556,,15834,,,,,,242.2202891,2342.021423
0288-4N,85871200-9,CIA. MINERA ARENILLAS (BELTRAN AMENABAR),PLANTA PALMIRA,PALMIRA 1,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6654455.762,299678.0769,WGS84,19S,-30.22494954,-71.08148432,INACTIVO,AGUAS ARRIBA,480000,,720000,,,,,,362.6873188,6485.225911
0289-4N,85871200-9,CIA. MINERA ARENILLAS (BELTRAN AMENABAR),PLANTA PALMIRA,PALMIRA 2,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6654402.9,299609.7038,WGS84,19S,-30.22541498,-71.08220442,INACTIVO,AGUAS ARRIBA,96000,,144000,,530,1988-05-16,,,500.2898344,8694.216787
0290-4N,85871200-9,CIA. MINERA ARENILLAS (BELTRAN AMENABAR),PLANTA PALMIRA,ACOPIO DE RELAVES PALMIRA,ACOPIO,COBRE-ORO,METÁLICO,,04,041,04103,Coquimbo,Elqui,Andacollo,6654544.527,299721.4001,WGS84,19S,-30.22415618,-71.08101755,INACTIVO,NO APLICA,,,,,,,,,94.11758262,649.3251151
0291-4N,sin rut conocido,SUC. GODOY ALBALLAY (EX SANTIAGO AGUILERA),PLANTA SAN JUAN,SAN JUAN ,ACOPIO,ORO,METÁLICO,,04,041,04103,Coquimbo,Elqui,Andacollo,6652563.457,298915.6783,WGS84,19S,-30.24188882,-71.08976283,ABANDONADO,NO APLICA,159500,,239250,,273,1987-03-13,,,245.9396917,2663.51533
0292-4N,sin rut conocido,"PIZARRO, GUERRA Y CIA. (WILSON PIZARRO GUERRA)",PLANTA IRENE,IRENE 1,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6654309.623,300732.4804,WGS84,19S,-30.226441,-71.07056197,ABANDONADO,AGUAS ARRIBA,16000,,24000,,,,,,358.522585,5332.471966
0293-4N,sin rut conocido,"PIZARRO, GUERRA Y CIA. (WILSON PIZARRO GUERRA)",PLANTA IRENE,IRENE 2,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6654279.086,300651.283,WGS84,19S,-30.22670306,-71.07141099,ABANDONADO,AGUAS ARRIBA,18000,,27000,,,,,,241.2977015,3137.906137
0294-4N,sin rut conocido,"PIZARRO, GUERRA Y CIA. (WILSON PIZARRO GUERRA)",PLANTA IRENE,IRENE 3,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6654268.427,300718.368,WGS84,19S,-30.2268102,-71.07071632,ABANDONADO,AGUAS ARRIBA,70800,,106200,,178,1988-02-05,,,173.244698,1827.815662
0295-4N,sin rut conocido,WALTER MUÑOZ TABILO,PLANTA LOS LITRES,LOS LITRES 1-2,ACOPIO,ORO,METÁLICO,,04,041,04103,Coquimbo,Elqui,Andacollo,6654929.725,297969.6034,WGS84,19S,-30.22039214,-71.0991358,ABANDONADO,NO APLICA,17077,,24761,,194,1987-02-20,,,139.8647244,1067.196347
0296-4N,sin rut conocido,DARIO CORTES,PLANTA PUNTA CALETONES,PUNTA CALETONES 1,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6654690.338,300368.5806,WGS84,19S,-30.22294778,-71.07426904,ABANDONADO,AGUAS ARRIBA,151900,,227850,,941,1983-09-05,,,305.2546594,5421.765033
0297-4N,sin rut conocido,DARIO CORTES,PLANTA PUNTA CALETONES,PUNTA CALETONES 2,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6654702.28,300247.5007,WGS84,19S,-30.22282017,-71.07552417,ABANDONADO,AGUAS ARRIBA,36000,,54000,,,,,,353.5596088,4845.387493
0298-4N,sin rut conocido,DARIO CORTES,PLANTA PUNTA CALETONES,PUNTA CALETONES 3,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6654640.244,300211.4982,WGS84,19S,-30.22337371,-71.0759098,ABANDONADO,AGUAS ARRIBA,6000,,9000,,,,,,334.2766028,6706.120661
0299-4N,sin rut conocido,DARIO CORTES,PLANTA PUNTA CALETONES,PUNTA CALETONES 4,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6654624.312,300273.2264,WGS84,19S,-30.22352755,-71.07527178,ABANDONADO,AGUAS ARRIBA,194000,,281300,,584,1988-06-06,,,350.9883623,6800.664369
0300-4N,2242323-1,EDUARDO MUÑOZ R.,"PLANTA AZULINA, NUEVA ESPERANZA, RENACIMIENTO",NUEVA ESPERANZA 1,ACOPIO,COBRE,METÁLICO,,04,041,04103,Coquimbo,Elqui,Andacollo,6650984.874,300300.8565,WGS84,19S,-30.25635378,-71.07567472,ABANDONADO,NO APLICA,31500,,47250,,,,,,324.3762687,6529.356321
0301-4N,2242323-1,EDUARDO MUÑOZ R.,"PLANTA AZULINA, NUEVA ESPERANZA, RENACIMIENTO",NUEVA ESPERANZA 2A,ACOPIO,ORO,METÁLICO,,04,041,04103,Coquimbo,Elqui,Andacollo,6650905.172,300200.0941,WGS84,19S,-30.25705595,-71.07673659,ABANDONADO,NO APLICA,113000,,163850,,722,1983-07-05,,,379.8631545,8338.447946
0302-4N,2242323-1,EDUARDO MUÑOZ R.,"PLANTA AZULINA, NUEVA ESPERANZA, RENACIMIENTO",NUEVA ESPERANZA 2B,ACOPIO,ORO,METÁLICO,,04,041,04103,Coquimbo,Elqui,Andacollo,6650900.838,300130.5779,WGS84,19S,-30.25708358,-71.07745958,ABANDONADO,NO APLICA,227900,,341850,,722,1983-07-05,,,251.9106103,3439.785847
0303-4N,7952388-7,ALEJANDRO BOU BOU,PLANTA ROSARIO DE COGOTI,ROSARIO 1,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,043,04302,Coquimbo,Limarí,Combarbalá,6558201.502,316919.0491,WGS84,19S,-31.09575646,-70.91951169,INACTIVO,,2400,,3600,,,,,,332.918447,4619.862237
0304-4N,7952388-7,ALEJANDRO BOU BOU,PLANTA ROSARIO DE COGOTI,ROSARIO 2,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,043,04302,Coquimbo,Limarí,Combarbalá,6558153.401,316894.112,WGS84,19S,-31.09618635,-70.91978174,INACTIVO,EJE CENTRAL,176320,,264480,,1065,1986-10-29,,,419.2188924,5477.461591
0305-4N,7952388-7,ALEJANDRO BOU BOU,PLANTA ROSARIO DE COGOTI,TRANQUE EMERGENCIA,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,043,04302,Coquimbo,Limarí,Combarbalá,6558090.841,316818.2032,WGS84,19S,-31.09673866,-70.92058859,INACTIVO,,1780,,2670,,,,,,186.8678156,2112.133666
0306-4N,5378149-7,FREDDY ROJAS VERGARA,PLANTA PRINCESA Y ANDRONICA,PRINCESA Y ANDRONICA 1,TRANQUE DE RELAVE,ORO-COBRE-PLATA,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6654767.966,297162.2624,WGS84,19S,-30.22171632,-71.1075506,ABANDONADO,AGUAS ARRIBA,6145,,9217,,,,,,308.4207923,4880.180897
0307-4N,5378149-7,FREDDY ROJAS VERGARA,PLANTA PRINCESA Y ANDRONICA,PRINCESA Y ANDRONICA 2,TRANQUE DE RELAVE,ORO-COBRE-PLATA,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6654726.961,297135.2493,WGS84,19S,-30.2220816,-71.107839,ABANDONADO,AGUAS ARRIBA,69120,,103680,,,,,,239.0215355,3130.134931
0308-4N,5378149-7,FREDDY ROJAS VERGARA,PLANTA PRINCESA Y ANDRONICA,PRINCESA Y ANDRONICA 3,TRANQUE DE RELAVE,ORO-COBRE-PLATA,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6654772.423,297091.5049,WGS84,19S,-30.2216643,-71.10828452,ABANDONADO,AGUAS ARRIBA,18240,,27360,,,,,,285.2741831,4335.617618
0309-4N,5378149-7,FREDDY ROJAS VERGARA,PLANTA PRINCESA Y ANDRONICA,PRINCESA Y ANDRONICA 4,TRANQUE DE RELAVE,ORO-COBRE-PLATA,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6654884.734,297120.8952,WGS84,19S,-30.22065637,-71.10795771,ABANDONADO,EJE CENTRAL,93650,,140475,,775,1987-08-28,,,458.965719,10252.02035
0310-4N,5378149-7,FREDDY ROJAS VERGARA,PLANTA PRINCESA Y ANDRONICA,PRINCESA Y ANDRONICA 5,TRANQUE DE RELAVE,ORO-COBRE-PLATA,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6654950.895,297134.6487,WGS84,19S,-30.22006202,-71.10780216,ABANDONADO,AGUAS ARRIBA,16130,,24195,,,,,,307.7880358,4172.658322
0311-4N,76746368-5,ALTIPLANO MINERALS CHILE SPA,WILSON AQUILES,ACOPIO DE RELAVES WILSON AQUILES,ACOPIO,COBRE-ORO,METÁLICO,,04,041,04102,Coquimbo,Elqui,Coquimbo,6665387.534,287142.6193,WGS84,19S,-30.12423794,-71.20945627,INACTIVO,NO APLICA,,,,,,,,,74.28088742,363.8173649
0312-4N,76746368-5,ALTIPLANO MINERALS CHILE SPA,WILSON AQUILES,DEPOSITO DE RELAVES FILTRADOS N° 2,FILTRADO,COBRE-ORO,METÁLICO,0,04,041,04102,Coquimbo,Elqui,Coquimbo,6665380.323,287098.651,WGS84,19S,-30.12429528,-71.20991383,EN CONSTRUCCION,NO APLICA,42638,0,115464,,291,2022-05-18,,,447.7580511,10526.84087
